sector,model,sharpe_ratio
consumer_staples,o4-mini,-0.047870895110931205
consumer_staples,claude-3-7-sonnet-20250219,-0.5803009724147558
consumer_staples,claude-sonnet-4-20250514,-0.4829588240934972
consumer_staples,claude-opus-4-20250514,-0.4289309290097027
consumer_staples,deepseek-chat,-0.39159221236693703
consumer_staples,deepseek-reasoner,-0.2929066296703782
consumer_staples,gemini-2.5-pro-preview-05-06,-0.1117796496228484
consumer_staples,grok-3-latest,-0.36278121501374844
consumer_staples,grok-3-mini-latest,0.05171916398751497
health_care,gpt-4o-2024-11-20,0.4492674731336038
health_care,gpt-4.1,0.8761016384745861
health_care,o4-mini,1.319120840757509
health_care,claude-3-7-sonnet-20250219,1.094593574435148
health_care,claude-sonnet-4-20250514,0.6480817098191816
health_care,claude-opus-4-20250514,0.7219827689218241
health_care,deepseek-chat,1.7110507875528294
health_care,deepseek-reasoner,0.6052237557999087
health_care,gemini-2.5-pro-preview-05-06,1.0586546880998278
health_care,grok-3-latest,1.0653231690744214
health_care,grok-3-mini-latest,1.1990826052619576
financials,gpt-4o-2024-11-20,1.320360359277637
financials,gpt-4.1,1.8379361646850103
financials,o4-mini,1.1287181035856397
financials,claude-3-7-sonnet-20250219,1.1596407947436165
financials,claude-sonnet-4-20250514,1.2312578933545086
financials,claude-opus-4-20250514,1.0641143845001422
financials,deepseek-chat,1.791046244312352
financials,deepseek-reasoner,1.9000754158665902
financials,gemini-2.5-pro-preview-05-06,1.9115281374362445
financials,grok-3-latest,0.9497033904411561
financials,grok-3-mini-latest,1.4741852900569283
information_technology,gpt-4o-2024-11-20,0.44529389367318245
information_technology,gpt-4.1,0.33866140173884807
information_technology,o4-mini,0.36406807502890415
information_technology,claude-3-7-sonnet-20250219,-0.3446827280178998
information_technology,claude-sonnet-4-20250514,0.3871880579120968
information_technology,claude-opus-4-20250514,0.20979992825323357
information_technology,deepseek-chat,0.5525587471455986
information_technology,deepseek-reasoner,0.22704749096102236
information_technology,gemini-2.5-pro-preview-05-06,1.0651223436721704
information_technology,grok-3-latest,0.4053386941639365
information_technology,grok-3-mini-latest,0.45033409630565074
communication_services,gpt-4o-2024-11-20,0.453588667024492
communication_services,gpt-4.1,0.12300152924636742
communication_services,o4-mini,0.0026299690631740257
communication_services,claude-3-7-sonnet-20250219,0.4141469702960158
communication_services,claude-sonnet-4-20250514,0.14777440748449944
communication_services,claude-opus-4-20250514,-0.08332583220511708
communication_services,deepseek-chat,-0.034985551363320995
communication_services,deepseek-reasoner,-0.2166139033420545
communication_services,gemini-2.5-pro-preview-05-06,-0.4038298170581185
communication_services,grok-3-latest,0.5522639051209876
communication_services,grok-3-mini-latest,0.33591414789742186
utilities,gpt-4o-2024-11-20,0.02809065210604126
utilities,gpt-4.1,0.28673547142625727
utilities,o4-mini,0.2479358080684186
utilities,claude-3-7-sonnet-20250219,0.3857452699084704
utilities,claude-sonnet-4-20250514,0.5285239059121546
utilities,claude-opus-4-20250514,0.38378373151929446
utilities,deepseek-chat,0.024635745218459192
utilities,deepseek-reasoner,0.916435790370195
utilities,gemini-2.5-pro-preview-05-06,0.2050635039744353
utilities,grok-3-latest,0.34337716207645813
utilities,grok-3-mini-latest,-0.01894120227581541
real_estate,gpt-4o-2024-11-20,0.3322607557889117
real_estate,gpt-4.1,0.33612872497423424
real_estate,o4-mini,0.45048648160279936
real_estate,claude-3-7-sonnet-20250219,0.08582010224651397
real_estate,claude-sonnet-4-20250514,-0.01756441665866691
real_estate,claude-opus-4-20250514,0.2939782602106297
real_estate,deepseek-chat,0.38963259875339007
real_estate,deepseek-reasoner,-0.19640207277356428
real_estate,gemini-2.5-pro-preview-05-06,0.09718919223122856
real_estate,grok-3-latest,0.028717717932142665
real_estate,grok-3-mini-latest,0.09869067164156206
