sector,model,sharpe_ratio
consumer_staples,claude-3-7-sonnet-20250219,-1.0299510189883918
consumer_staples,claude-sonnet-4-20250514,-1.4261702309193358
consumer_staples,claude-opus-4-20250514,-1.3406818221312213
consumer_staples,deepseek-chat,-1.1507529951415554
consumer_staples,deepseek-reasoner,-0.6903005622101667
consumer_staples,gemini-2.5-pro-preview-05-06,-0.29643319163704995
consumer_staples,grok-3-latest,-0.9655069854158929
consumer_staples,grok-3-mini-latest,-0.7337552837537483
health_care,gpt-4o-2024-11-20,0.332763708032651
health_care,gpt-4.1,-0.014058285006719405
health_care,o4-mini,-0.41924435704990537
health_care,gpt-5,-0.4508057979545258
health_care,claude-3-7-sonnet-20250219,-0.4441585857066247
health_care,claude-sonnet-4-20250514,0.05426837925325081
health_care,claude-opus-4-20250514,-1.4053316627653047
health_care,deepseek-chat,-0.43076471321193827
health_care,deepseek-reasoner,-0.07988917396528873
health_care,gemini-2.5-pro-preview-05-06,-0.3689379272826499
health_care,grok-3-latest,-1.2088370123696992
health_care,grok-3-mini-latest,0.23413295145305998
financials,gpt-4o-2024-11-20,-1.3304588292699457
financials,gpt-4.1,-0.1075632675413553
financials,o4-mini,-1.5538965751732838
financials,gpt-5,-2.4975576193188718
financials,claude-3-7-sonnet-20250219,1.4055035448288202
financials,claude-sonnet-4-20250514,-0.43235343444982327
financials,claude-opus-4-20250514,-1.9041745100030985
financials,deepseek-chat,-0.6643799600824064
financials,deepseek-reasoner,0.3679629113478959
financials,gemini-2.5-pro-preview-05-06,1.6836236515875944
financials,grok-3-latest,-1.8290730780303304
financials,grok-3-mini-latest,-0.9068735862922611
information_technology,gpt-4o-2024-11-20,-1.8636213577492209
information_technology,gpt-4.1,-1.8705820056992075
information_technology,o4-mini,-1.7001569870820952
information_technology,gpt-5,-0.9624851122118854
information_technology,claude-3-7-sonnet-20250219,-1.9165310531863475
information_technology,claude-sonnet-4-20250514,-2.630919281670159
information_technology,claude-opus-4-20250514,-1.8661758753280753
information_technology,deepseek-chat,-2.446665014540498
information_technology,deepseek-reasoner,-0.16803681267556342
information_technology,gemini-2.5-pro-preview-05-06,-1.0944226932677694
information_technology,grok-3-latest,-2.186047843996007
information_technology,grok-3-mini-latest,-1.5352939964491878
communication_services,gpt-4o-2024-11-20,-1.5868428291647274
communication_services,gpt-4.1,-1.2100469725866139
communication_services,o4-mini,-0.9398995492864175
communication_services,gpt-5,-1.375694375247183
communication_services,claude-3-7-sonnet-20250219,-1.6298471197318136
communication_services,claude-sonnet-4-20250514,-1.5269069953571748
communication_services,claude-opus-4-20250514,-1.7114523889422502
communication_services,deepseek-chat,-1.446716434441818
communication_services,deepseek-reasoner,-1.4746308504547159
communication_services,gemini-2.5-pro-preview-05-06,-2.2144046814461635
communication_services,grok-3-latest,-1.4826907836688543
communication_services,grok-3-mini-latest,-1.1873664775734258
utilities,gpt-4o-2024-11-20,-0.786709964943073
utilities,gpt-4.1,-1.1562810867341076
utilities,o4-mini,-0.30424270132608117
utilities,gpt-5,-0.11625912880605604
utilities,claude-3-7-sonnet-20250219,-1.276746604563038
utilities,claude-sonnet-4-20250514,0.12185955502650697
utilities,claude-opus-4-20250514,-0.02790610506662269
utilities,deepseek-chat,-0.8126548972909324
utilities,deepseek-reasoner,-0.9092181475759298
utilities,gemini-2.5-pro-preview-05-06,-0.5655631944185326
utilities,grok-3-latest,-0.6450407609406623
utilities,grok-3-mini-latest,-0.7920016170917018
real_estate,gpt-4o-2024-11-20,-1.2459611405917776
real_estate,gpt-4.1,-1.026317951488316
real_estate,o4-mini,0.820101218185208
real_estate,gpt-5,-1.7476124066871404
real_estate,claude-3-7-sonnet-20250219,-0.7836176004861926
real_estate,claude-sonnet-4-20250514,-1.4388684881533682
real_estate,claude-opus-4-20250514,-0.2963114012816309
real_estate,deepseek-chat,-1.127378078164378
real_estate,deepseek-reasoner,-1.360223068920925
real_estate,gemini-2.5-pro-preview-05-06,-1.3928133625746901
real_estate,grok-3-latest,-1.494094635650868
real_estate,grok-3-mini-latest,-1.0559374628370928
