sector,portfolio,difference
industrials,opus-4 Max Sharpe,-0.0033698405620574
industrials,dsV3_weighted_industrials,-0.0016661439017003
industrials,dsV3_equal_industrials,-0.0027151806844896
industrials,dsV3 Min Var,0.0158884220829884
industrials,dsV3 Max Ret,-0.0068908768146232
industrials,dsV3 Max Sharpe,-0.0093916301201977
industrials,dsR1_weighted_industrials,-0.0040786181237121
industrials,dsR1_equal_industrials,-0.0001869749371695
industrials,dsR1 Min Var,0.0157137364489696
industrials,dsR1 Max Ret,0.0044931597069801
industrials,dsR1 Max Sharpe,5.456951765279795e-05
industrials,gemini_weighted_industrials,0.0032701636115195
industrials,gemini_equal_industrials,0.0013243723595546
industrials,gemini Min Var,0.0145415017864592
industrials,gemini Max Ret,-0.0002378575740482
industrials,gemini Max Sharpe,0.0049242513539855
industrials,grok3_weighted_industrials,0.0133846941386305
industrials,grok3_equal_industrials,0.0105326378586011
industrials,grok3 Min Var,0.0343179985606907
industrials,grok3 Max Ret,0.0047067972390924
industrials,grok3 Max Sharpe,0.0047067972390926
industrials,grok3-mini_weighted_industrials,0.0141477090530885
industrials,grok3-mini_equal_industrials,0.0037631330860448
industrials,grok3-mini Min Var,0.014857193367392
industrials,grok3-mini Max Ret,0.0006428535434864
industrials,grok3-mini Max Sharpe,-0.004161627690717
consumer_discretionary,gpt4o_weighted_consumer_discretionary,0.0310328702157585
consumer_discretionary,gpt4o_equal_consumer_discretionary,0.0435823072532522
consumer_discretionary,gpt4o Min Var,0.0514282908657157
consumer_discretionary,gpt4o Max Ret,0.0323744770489663
consumer_discretionary,gpt4o Max Sharpe,0.0188670964552693
consumer_discretionary,gpt4.1_weighted_consumer_discretionary,0.0448561377198385
consumer_discretionary,gpt4.1_equal_consumer_discretionary,0.0576508438726451
consumer_discretionary,gpt4.1 Min Var,0.0546191245111798
consumer_discretionary,gpt4.1 Max Ret,0.04474798456732
consumer_discretionary,gpt4.1 Max Sharpe,0.0440315759784151
consumer_discretionary,o4-mini_weighted_consumer_discretionary,0.0220988341250854
consumer_discretionary,o4-mini_equal_consumer_discretionary,0.0452943446540473
consumer_discretionary,o4-mini Min Var,0.0464918545502859
consumer_discretionary,o4-mini Max Ret,0.03195365490789
consumer_discretionary,o4-mini Max Sharpe,0.0252369840279339
consumer_discretionary,sonnet-3.7_weighted_consumer_discretionary,0.0060919113856849
consumer_discretionary,sonnet-3.7_equal_consumer_discretionary,0.0134854038774299
consumer_discretionary,sonnet-3.7 Min Var,0.0295792319373188
consumer_discretionary,sonnet-3.7 Max Ret,-0.0141265040290052
consumer_discretionary,sonnet-3.7 Max Sharpe,-0.0031781668330729
consumer_discretionary,sonnet-4_weighted_consumer_discretionary,0.0126497422647106
consumer_discretionary,sonnet-4_equal_consumer_discretionary,0.0271350898310905
consumer_discretionary,sonnet-4 Min Var,0.0356230987069392
consumer_discretionary,sonnet-4 Max Ret,-0.007391115043403
consumer_discretionary,sonnet-4 Max Sharpe,0.0147393366921814
consumer_discretionary,opus-4_weighted_consumer_discretionary,0.0190635750167958
consumer_discretionary,opus-4_equal_consumer_discretionary,0.034133315216082
consumer_discretionary,opus-4 Min Var,0.0378542670365798
consumer_discretionary,opus-4 Max Ret,0.0252015484023156
consumer_discretionary,opus-4 Max Sharpe,0.018893210580426
consumer_discretionary,dsV3_weighted_consumer_discretionary,0.0335671563813872
consumer_discretionary,dsV3_equal_consumer_discretionary,0.0574502914604055
consumer_discretionary,dsV3 Min Var,0.0518194955697455
consumer_discretionary,dsV3 Max Ret,0.0640727268938185
consumer_discretionary,dsV3 Max Sharpe,0.0382121051948916
consumer_discretionary,dsR1_weighted_consumer_discretionary,0.0378469223713462
consumer_discretionary,dsR1_equal_consumer_discretionary,0.053885695488756
consumer_discretionary,dsR1 Min Var,0.0496480335557018
consumer_discretionary,dsR1 Max Ret,0.0678429133318926
consumer_discretionary,dsR1 Max Sharpe,0.0425603667096004
consumer_discretionary,gemini_weighted_consumer_discretionary,0.0217573731055393
consumer_discretionary,gemini_equal_consumer_discretionary,0.0442984012540584
consumer_discretionary,gemini Min Var,0.0473211077251997
consumer_discretionary,gemini Max Ret,0.0562786830396994
consumer_discretionary,gemini Max Sharpe,0.0397160214515122
consumer_discretionary,grok3_weighted_consumer_discretionary,0.0208308600996102
consumer_discretionary,grok3_equal_consumer_discretionary,0.0365164566047592
consumer_discretionary,grok3 Min Var,0.039288422357659
consumer_discretionary,grok3 Max Ret,0.0266385854815674
consumer_discretionary,grok3 Max Sharpe,0.0197788408529861
consumer_discretionary,grok3-mini_weighted_consumer_discretionary,0.0310881515689485
consumer_discretionary,grok3-mini_equal_consumer_discretionary,0.0581111404969496
consumer_discretionary,grok3-mini Min Var,0.0541505846204643
consumer_discretionary,grok3-mini Max Ret,0.0528212195640246
consumer_discretionary,grok3-mini Max Sharpe,0.0421890037988868
consumer_staples,gpt4o_weighted_consumer_staples,0.0209182791604273
consumer_staples,gpt4o_equal_consumer_staples,0.0268075243016739
consumer_staples,gpt4o Min Var,0.020078937462687
consumer_staples,gpt4o Max Ret,-0.0096058631694153
consumer_staples,gpt4o Max Sharpe,-0.0018104863606133
consumer_staples,gpt4.1_weighted_consumer_staples,0.0185519652457739
consumer_staples,gpt4.1_equal_consumer_staples,0.0210764948770561
consumer_staples,gpt4.1 Min Var,0.0089863573585475
consumer_staples,gpt4.1 Max Ret,-0.0075634432828201
consumer_staples,gpt4.1 Max Sharpe,-0.0066364079170747
consumer_staples,o4-mini_weighted_consumer_staples,0.0292048124454795
consumer_staples,o4-mini_equal_consumer_staples,0.026349304877152
consumer_staples,o4-mini Min Var,0.0203962989995348
consumer_staples,o4-mini Max Ret,-0.0088849007657606
consumer_staples,o4-mini Max Sharpe,-0.0088849007657607
consumer_staples,sonnet-3.7_weighted_consumer_staples,0.0183531483270891
consumer_staples,sonnet-3.7_equal_consumer_staples,0.0323149674380153
consumer_staples,sonnet-3.7 Min Var,0.0239204348613431
consumer_staples,sonnet-3.7 Max Ret,-0.0030425886331439
consumer_staples,sonnet-3.7 Max Sharpe,-0.003042588633144
consumer_staples,sonnet-4_weighted_consumer_staples,0.002340953219464
consumer_staples,sonnet-4_equal_consumer_staples,0.0178411942441595
consumer_staples,sonnet-4 Min Var,0.0093083815509188
consumer_staples,sonnet-4 Max Ret,-0.0087632375318847
consumer_staples,sonnet-4 Max Sharpe,-0.0050935675698254
consumer_staples,opus-4_weighted_consumer_staples,0.0130894378021864
consumer_staples,opus-4_equal_consumer_staples,0.0283487956035104
consumer_staples,opus-4 Min Var,0.0231927120946208
consumer_staples,opus-4 Max Ret,-0.0055281338982757
consumer_staples,opus-4 Max Sharpe,0.000603313254338
consumer_staples,dsV3_weighted_consumer_staples,0.0219838137559033
consumer_staples,dsV3_equal_consumer_staples,0.0148191983459972
consumer_staples,dsV3 Min Var,0.0216527420888496
consumer_staples,dsV3 Max Ret,0.0022393762979791
consumer_staples,dsV3 Max Sharpe,0.008122996007633
consumer_staples,dsR1_weighted_consumer_staples,0.016162220522145
consumer_staples,dsR1_equal_consumer_staples,0.0221896816923172
consumer_staples,dsR1 Min Var,0.0109478049749298
consumer_staples,dsR1 Max Ret,-0.0111991406432711
consumer_staples,dsR1 Max Sharpe,-0.0105221020279949
consumer_staples,gemini_weighted_consumer_staples,0.0142048228416846
consumer_staples,gemini_equal_consumer_staples,0.0165980146355172
consumer_staples,gemini Min Var,0.0128126743258837
consumer_staples,gemini Max Ret,-0.014986089132943
consumer_staples,gemini Max Sharpe,-0.0134678289676867
consumer_staples,grok3_weighted_consumer_staples,0.0203302495836456
consumer_staples,grok3_equal_consumer_staples,0.0268052378409316
consumer_staples,grok3 Min Var,0.0202772083210333
consumer_staples,grok3 Max Ret,0.0152532665677865
consumer_staples,grok3 Max Sharpe,0.0141472565835699
consumer_staples,grok3-mini_weighted_consumer_staples,0.0128937697315436
consumer_staples,grok3-mini_equal_consumer_staples,0.0201369049935729
consumer_staples,grok3-mini Min Var,0.017176001567486
consumer_staples,grok3-mini Max Ret,-0.0002570179562819
consumer_staples,grok3-mini Max Sharpe,0.0009778410388923
health_care,gpt4o_weighted_health_care,0.0168767921472678
health_care,gpt4o_equal_health_care,0.0150245725114645
health_care,gpt4o Min Var,0.0024938399828493
health_care,gpt4o Max Ret,0.0567918810694023
health_care,gpt4o Max Sharpe,0.0381717969050485
health_care,gpt4.1_weighted_health_care,-0.0083115257715103
health_care,gpt4.1_equal_health_care,-0.0234892952586654
health_care,gpt4.1 Min Var,-0.0229622851119555
health_care,gpt4.1 Max Ret,-0.0104458424316375
health_care,gpt4.1 Max Sharpe,-0.0104458424316377
health_care,o4-mini_weighted_health_care,-0.0104855892224684
health_care,o4-mini_equal_health_care,-0.0086944615357058
health_care,o4-mini Min Var,-0.0130684853563548
health_care,o4-mini Max Ret,-0.0050953013013544
health_care,o4-mini Max Sharpe,0.0019621514253496
health_care,sonnet-3.7_weighted_health_care,-0.0156434061440809
health_care,sonnet-3.7_equal_health_care,-0.0149534874375476
health_care,sonnet-3.7 Min Var,-0.0224877055116854
health_care,sonnet-3.7 Max Ret,-0.0049360810706278
health_care,sonnet-3.7 Max Sharpe,0.0028074453420341
health_care,sonnet-4_weighted_health_care,0.0030413500488408
health_care,sonnet-4_equal_health_care,0.0060355351345671
health_care,sonnet-4 Min Var,-0.0012201499009882
health_care,sonnet-4 Max Ret,0.0439965326268975
health_care,sonnet-4 Max Sharpe,0.0327291392099529
health_care,opus-4_weighted_health_care,-0.012371431541729
health_care,opus-4_equal_health_care,-0.0092036309904837
health_care,opus-4 Min Var,-0.0253001345024266
health_care,opus-4 Max Ret,0.0019188181421791
health_care,opus-4 Max Sharpe,0.0093393841598874
health_care,dsV3_weighted_health_care,0.0131151446028475
health_care,dsV3_equal_health_care,0.0145464141323768
health_care,dsV3 Min Var,0.0003248699298594
health_care,dsV3 Max Ret,0.0489065840230551
health_care,dsV3 Max Sharpe,0.037842307534587
health_care,dsR1_weighted_health_care,-0.0078634453391201
health_care,dsR1_equal_health_care,-0.0167643927938161
health_care,dsR1 Min Var,-0.0189435143051735
health_care,dsR1 Max Ret,-0.0025075732739942
health_care,dsR1 Max Sharpe,0.0056456032275104
health_care,gemini_weighted_health_care,-0.0101250790955889
health_care,gemini_equal_health_care,-0.0001128480254304
health_care,gemini Min Var,-0.0054212260413042
health_care,gemini Max Ret,0.0405281378453876
health_care,gemini Max Sharpe,0.0265818035071178
health_care,grok3_weighted_health_care,-0.0035617731083823
health_care,grok3_equal_health_care,-0.0052483579005388
health_care,grok3 Min Var,-0.0082065601646593
health_care,grok3 Max Ret,0.0244609142237013
health_care,grok3 Max Sharpe,0.0155223881431545
health_care,grok3-mini_weighted_health_care,-0.0103182974916095
health_care,grok3-mini_equal_health_care,-0.0194258980533761
health_care,grok3-mini Min Var,-0.0183825640143023
health_care,grok3-mini Max Ret,-0.0080445731093536
health_care,grok3-mini Max Sharpe,-0.0080445731093548
financials,gpt4o_weighted_financials,-0.0164612785232955
financials,gpt4o_equal_financials,-0.0125235389234038
financials,gpt4o Min Var,0.0130127220721903
financials,gpt4o Max Ret,-0.0080398981936955
financials,gpt4o Max Sharpe,0.0104797215739233
financials,gpt4.1_weighted_financials,-0.0056945799914053
financials,gpt4.1_equal_financials,-0.0030235512078867
financials,gpt4.1 Min Var,0.025760250723639
financials,gpt4.1 Max Ret,-0.0116215436705214
financials,gpt4.1 Max Sharpe,0.0107700390024635
financials,o4-mini_weighted_financials,-0.0209545228561894
financials,o4-mini_equal_financials,-0.0126093017605026
financials,o4-mini Min Var,0.0140372861210989
financials,o4-mini Max Ret,-0.0367793038247062
financials,o4-mini Max Sharpe,-0.0151143371374818
financials,sonnet-3.7_weighted_financials,0.0087247455513761
financials,sonnet-3.7_equal_financials,0.0007636615825044
financials,sonnet-3.7 Min Var,0.0282936873713151
financials,sonnet-3.7 Max Ret,-0.0037186805135528
financials,sonnet-3.7 Max Sharpe,0.0239806170097363
financials,sonnet-4_weighted_financials,-0.0135793595014456
financials,sonnet-4_equal_financials,-0.0200052100987336
financials,sonnet-4 Min Var,0.0085035064601649
financials,sonnet-4 Max Ret,-0.0413264520999719
financials,sonnet-4 Max Sharpe,-0.0116354303751565
financials,opus-4_weighted_financials,-0.0296216080174104
financials,opus-4_equal_financials,-0.0345721972147306
financials,opus-4 Min Var,-0.0016760481801694
financials,opus-4 Max Ret,-0.0782842561242661
financials,opus-4 Max Sharpe,-0.0267916069727985
financials,dsV3_weighted_financials,-0.0251387709038522
financials,dsV3_equal_financials,-0.0141655206781997
financials,dsV3 Min Var,0.0147578554867333
financials,dsV3 Max Ret,-0.0233615103237717
financials,dsV3 Max Sharpe,-0.0087788667945039
financials,dsR1_weighted_financials,-0.0071610305484745
financials,dsR1_equal_financials,-0.0073743024653098
financials,dsR1 Min Var,0.029464894807328
financials,dsR1 Max Ret,-0.0142285651220927
financials,dsR1 Max Sharpe,0.0094580904807628
financials,gemini_weighted_financials,0.0085289576370416
financials,gemini_equal_financials,0.0063305488562601
financials,gemini Min Var,0.0315546099906002
financials,gemini Max Ret,-0.0051547819205275
financials,gemini Max Sharpe,0.0086048949640745
financials,grok3_weighted_financials,-0.0373949669998184
financials,grok3_equal_financials,-0.0218020828331825
financials,grok3 Min Var,0.0010293672105837
financials,grok3 Max Ret,-0.033227377299935
financials,grok3 Max Sharpe,-0.0229516481532546
financials,grok3-mini_weighted_financials,-0.0259031377683129
financials,grok3-mini_equal_financials,-0.0214177890572682
financials,grok3-mini Min Var,0.0084333906735005
financials,grok3-mini Max Ret,-0.0239711443961614
financials,grok3-mini Max Sharpe,-0.0173200173660165
information_technology,gpt4o_weighted_information_technology,0.0053588328104055
information_technology,gpt4o_equal_information_technology,0.0117897463722079
information_technology,gpt4o Min Var,0.0148416049672093
information_technology,gpt4o Max Ret,0.0079302445767105
information_technology,gpt4o Max Sharpe,-0.0164982878472313
information_technology,gpt4.1_weighted_information_technology,0.0034251752274256
information_technology,gpt4.1_equal_information_technology,0.007871485428594
information_technology,gpt4.1 Min Var,0.0122650142042201
information_technology,gpt4.1 Max Ret,0.0055616785643508
information_technology,gpt4.1 Max Sharpe,-0.0177078447384262
information_technology,o4-mini_weighted_information_technology,-0.000919203943561
information_technology,o4-mini_equal_information_technology,-0.0014087973754502
information_technology,o4-mini Min Var,0.0069313716977116
information_technology,o4-mini Max Ret,-0.0123073803625201
information_technology,o4-mini Max Sharpe,-0.0215381299220227
information_technology,sonnet-3.7_weighted_information_technology,-0.0034557481581307
information_technology,sonnet-3.7_equal_information_technology,0.0151579408951442
information_technology,sonnet-3.7 Min Var,0.0220109451758944
information_technology,sonnet-3.7 Max Ret,0.0413178291293447
information_technology,sonnet-3.7 Max Sharpe,-0.014975284368517
information_technology,sonnet-4_weighted_information_technology,-0.0090596094594723
information_technology,sonnet-4_equal_information_technology,0.0017283280246622
information_technology,sonnet-4 Min Var,0.0086485588661332
information_technology,sonnet-4 Max Ret,-0.01039330833452
information_technology,sonnet-4 Max Sharpe,-0.0199125738638604
information_technology,opus-4_weighted_information_technology,0.0091152960832808
information_technology,opus-4_equal_information_technology,0.0351758040911749
information_technology,opus-4 Min Var,0.025063633058336
information_technology,opus-4 Max Ret,0.063294478465976
information_technology,opus-4 Max Sharpe,0.0053895523240091
information_technology,dsV3_weighted_information_technology,-0.0104318756529226
information_technology,dsV3_equal_information_technology,-0.0021719030911977
information_technology,dsV3 Min Var,0.0039437632774648
information_technology,dsV3 Max Ret,-0.0127168159941272
information_technology,dsV3 Max Sharpe,-0.0216209205675091
information_technology,dsR1_weighted_information_technology,-0.0201658701616708
information_technology,dsR1_equal_information_technology,-0.0053685469997973
information_technology,dsR1 Min Var,0.0115050028705843
information_technology,dsR1 Max Ret,-0.0123935654776672
information_technology,dsR1 Max Sharpe,-0.0265548433939556
information_technology,gemini_weighted_information_technology,0.005654569230354
information_technology,gemini_equal_information_technology,0.0165608196375892
information_technology,gemini Min Var,0.0146619211281787
information_technology,gemini Max Ret,0.0108361552886324
information_technology,gemini Max Sharpe,-0.0106526255430807
information_technology,grok3_weighted_information_technology,-0.0034435963175355
information_technology,grok3_equal_information_technology,-0.0067106340107078
information_technology,grok3 Min Var,0.0037612966558774
information_technology,grok3 Max Ret,-0.0155138524760514
information_technology,grok3 Max Sharpe,-0.0244931481283033
information_technology,grok3-mini_weighted_information_technology,0.0171928126498431
information_technology,grok3-mini_equal_information_technology,0.0218294188301034
information_technology,grok3-mini Min Var,0.0204068961917401
information_technology,grok3-mini Max Ret,0.030070789208308
information_technology,grok3-mini Max Sharpe,7.945664413730765e-06
communication_services,gpt4o_weighted_communication_services,-0.024600766154942
communication_services,gpt4o_equal_communication_services,-0.0157068331439916
communication_services,gpt4o Min Var,-0.0124826394257748
communication_services,gpt4o Max Ret,-0.0199396936430567
communication_services,gpt4o Max Sharpe,-0.0225575580741966
communication_services,gpt4.1_weighted_communication_services,-0.0177304805848522
communication_services,gpt4.1_equal_communication_services,-0.0096429046023803
communication_services,gpt4.1 Min Var,-0.0087739125995058
communication_services,gpt4.1 Max Ret,-0.0162656485889208
communication_services,gpt4.1 Max Sharpe,-0.0200490504526665
communication_services,o4-mini_weighted_communication_services,-0.0164344522621226
communication_services,o4-mini_equal_communication_services,-0.0107601000426703
communication_services,o4-mini Min Var,-0.0098018952480236
communication_services,o4-mini Max Ret,-0.0169669474827387
communication_services,o4-mini Max Sharpe,-0.0207610428184724
communication_services,sonnet-3.7_weighted_communication_services,-0.0183295545723698
communication_services,sonnet-3.7_equal_communication_services,-0.0067708866349652
communication_services,sonnet-3.7 Min Var,-0.0076262059973557
communication_services,sonnet-3.7 Max Ret,-0.0145478919584058
communication_services,sonnet-3.7 Max Sharpe,-0.0183491952250791
communication_services,sonnet-4_weighted_communication_services,-0.0219379366816505
communication_services,sonnet-4_equal_communication_services,-0.0111103603051223
communication_services,sonnet-4 Min Var,-0.0106009962583621
communication_services,sonnet-4 Max Ret,-0.0230724326917736
communication_services,sonnet-4 Max Sharpe,-0.0230724326917733
communication_services,opus-4_weighted_communication_services,-0.0222714189493059
communication_services,opus-4_equal_communication_services,-0.0111103603051223
communication_services,opus-4 Min Var,-0.010600996258362
communication_services,opus-4 Max Ret,-0.0230724326917735
communication_services,opus-4 Max Sharpe,-0.0230724326917733
communication_services,dsV3_weighted_communication_services,-0.0230939898501676
communication_services,dsV3_equal_communication_services,-0.0111103603051223
communication_services,dsV3 Min Var,-0.0106009962583621
communication_services,dsV3 Max Ret,-0.0230724326917736
communication_services,dsV3 Max Sharpe,-0.0230724326917733
communication_services,dsR1_weighted_communication_services,-0.0264833615311772
communication_services,dsR1_equal_communication_services,-0.0115415193710996
communication_services,dsR1 Min Var,-0.0104870857702337
communication_services,dsR1 Max Ret,-0.0233173294011396
communication_services,dsR1 Max Sharpe,-0.0233173294011397
communication_services,gemini_weighted_communication_services,-0.0201266620366591
communication_services,gemini_equal_communication_services,-0.0096429046023803
communication_services,gemini Min Var,-0.0087739125995058
communication_services,gemini Max Ret,-0.0162656485889208
communication_services,gemini Max Sharpe,-0.0200490504526664
communication_services,grok3_weighted_communication_services,-0.0160861872425823
communication_services,grok3_equal_communication_services,-0.0096429046023805
communication_services,grok3 Min Var,-0.0087739125995058
communication_services,grok3 Max Ret,-0.0162656485889208
communication_services,grok3 Max Sharpe,-0.0200490504526663
communication_services,grok3-mini_weighted_communication_services,-0.0280847262886036
communication_services,grok3-mini_equal_communication_services,-0.0180220419278862
communication_services,grok3-mini Min Var,-0.0152399474371894
communication_services,grok3-mini Max Ret,-0.021313924374643
communication_services,grok3-mini Max Sharpe,-0.0251875394948
utilities,gpt4o_weighted_utilities,0.0041012151597815
utilities,gpt4o_equal_utilities,0.0025116032069462
utilities,gpt4o Min Var,4.313038626752823e-05
utilities,gpt4o Max Ret,0.0326281869674814
utilities,gpt4o Max Sharpe,0.0326281869674814
utilities,gpt4.1_weighted_utilities,0.0013018700938765
utilities,gpt4.1_equal_utilities,-0.0051717053256365
utilities,gpt4.1 Min Var,-0.0035071011836261
utilities,gpt4.1 Max Ret,0.0040962425009498
utilities,gpt4.1 Max Sharpe,0.0016116963384103
utilities,o4-mini_weighted_utilities,0.0042804571593089
utilities,o4-mini_equal_utilities,-0.0054200826065913
utilities,o4-mini Min Var,-0.0037892032727506
utilities,o4-mini Max Ret,0.0039546412961304
utilities,o4-mini Max Sharpe,0.0017825963796482
utilities,sonnet-3.7_weighted_utilities,-0.0058848798657839
utilities,sonnet-3.7_equal_utilities,-0.0161262872628048
utilities,sonnet-3.7 Min Var,-0.0105916711582778
utilities,sonnet-3.7 Max Ret,0.0004532814159262
utilities,sonnet-3.7 Max Sharpe,-0.0027265463467261
utilities,sonnet-4_weighted_utilities,-0.0136942321890058
